"Term","Frequency","Correlation"
"posit",3,0.171287559133389
"basi",2,0.171098164757172
"brought",2,0.171098164757172
"frenchman",2,0.171098164757172
"listen",2,0.171098164757172
"proof",2,0.171098164757172
"permit",3,0.170919132872443
"scatter",3,0.170919132872443
"possess",14,0.170758360865848
"late",11,0.170629399316104
"seventyseven",4,0.170087013825398
"trip",2,0.170076899576428
"lockhart",2,0.169647811196924
"amount",10,0.169292235739444
"simon",2,0.168910683455568
"dealt",7,0.168864929005819
"reason",13,0.168675355680218
"campbel",2,0.168433218253413
"formal",3,0.167963055169965
"treatment",3,0.167963055169965
"cape",4,0.167845573850335
"statement",3,0.167352858341344
"lawrenc",2,0.166900241539926
"spring",5,0.166798152643478
"await",2,0.166788736317679
"cheer",2,0.166788736317679
"pray",2,0.166788736317679
"undertook",2,0.166788736317679
"slave",3,0.166663515266028
"scrip",2,0.166620479969592
"front",2,0.16611406746819
"constabl",2,0.165946140852519
"rae",2,0.165946140852519
"disput",3,0.165924845486939
"hostil",2,0.165814443079995
"signatur",8,0.165389097532017
"move",6,0.165232026702265
"major",8,0.164867399000543
"brave",1,0.164593859143996
"buggi",1,0.164593859143996
"distinguish",1,0.164593859143996
"drunken",1,0.164593859143996
"femal",1,0.164593859143996
"inventori",1,0.164593859143996
"kakekapenai",1,0.164593859143996
"kewetayash",1,0.164593859143996
"male",1,0.164593859143996
"miskookenew",1,0.164593859143996
"nanawananaw",1,0.164593859143996
"nashakepenai",1,0.164593859143996
"oozawekwun",1,0.164593859143996
"parish",1,0.164593859143996
"quill",1,0.164593859143996
"quilland",1,0.164593859143996
"roseau",1,0.164593859143996
"sheet",1,0.164593859143996
"socal",1,0.164593859143996
"suppos",1,0.164593859143996
"tail",1,0.164593859143996
"unsatisfactori",1,0.164593859143996
"wakowush",1,0.164593859143996
"whippoorwil",1,0.164593859143996
"paper",2,0.163874541045863
"edgar",2,0.163266478178025
"abound",1,0.162896285505579
"absurd",1,0.162896285505579
"accid",1,0.162896285505579
"adduc",1,0.162896285505579
"agenc",1,0.162896285505579
"aliv",1,0.162896285505579
"amo",1,0.162896285505579
"archi",1,0.162896285505579
"arrear",1,0.162896285505579
"auspic",1,0.162896285505579
"bald",1,0.162896285505579
"benard",1,0.162896285505579
"bonifac",1,0.162896285505579
"borthwick",1,0.162896285505579
"brighten",1,0.162896285505579
"brochet",1,0.162896285505579
"bronz",1,0.162896285505579
"bros",1,0.162896285505579
"campfir",1,0.162896285505579
"cancel",1,0.162896285505579
"cataract",1,0.162896285505579
"chanc",1,0.162896285505579
"chippewyan",1,0.162896285505579
"class",1,0.162896285505579
"combin",1,0.162896285505579
"complianc",1,0.162896285505579
"correct",1,0.162896285505579
"cosi",1,0.162896285505579
"cure",1,0.162896285505579
"debar",1,0.162896285505579
"defer",1,0.162896285505579
"demarc",1,0.162896285505579
"deplet",1,0.162896285505579
"devolv",1,0.162896285505579
"diem",1,0.162896285505579
"disabus",1,0.162896285505579
"door",1,0.162896285505579
"duck",1,0.162896285505579
"dwelt",1,0.162896285505579
"eas",1,0.162896285505579
"emphas",1,0.162896285505579
"endur",1,0.162896285505579
"energi",1,0.162896285505579
"enthusiasm",1,0.162896285505579
"escort",1,0.162896285505579
"eta",1,0.162896285505579
"evidenc",1,0.162896285505579
"expediti",1,0.162896285505579
"extern",1,0.162896285505579
"extra",1,0.162896285505579
"face",1,0.162896285505579
"fire",1,0.162896285505579
"frere",1,0.162896285505579
"fring",1,0.162896285505579
"frozen",1,0.162896285505579
"golden",1,0.162896285505579
"guardian",1,0.162896285505579
"hach",1,0.162896285505579
"hardship",1,0.162896285505579
"hayland",1,0.162896285505579
"heartili",1,0.162896285505579
"hierarchi",1,0.162896285505579
"ideal",1,0.162896285505579
"idem",1,0.162896285505579
"impos",1,0.162896285505579
"inclement",1,0.162896285505579
"inconsist",1,0.162896285505579
"insist",1,0.162896285505579
"institut",1,0.162896285505579
"interview",1,0.162896285505579
"invidi",1,0.162896285505579
"inward",1,0.162896285505579
"jaj",1,0.162896285505579
"kindest",1,0.162896285505579
"laflech",1,0.162896285505579
"lebrecqu",1,0.162896285505579
"led",1,0.162896285505579
"loch",1,0.162896285505579
"materi",1,0.162896285505579
"mcdermot",1,0.162896285505579
"mclean",1,0.162896285505579
"mechan",1,0.162896285505579
"migrat",1,0.162896285505579
"moment",1,0.162896285505579
"monopol",1,0.162896285505579
"monsieur",1,0.162896285505579
"monument",1,0.162896285505579
"nativ",1,0.162896285505579
"noon",1,0.162896285505579
"oblat",1,0.162896285505579
"odd",1,0.162896285505579
"oner",1,0.162896285505579
"pascal",1,0.162896285505579
"pecuniarili",1,0.162896285505579
"pedley",1,0.162896285505579
"pleasant",1,0.162896285505579
"plong",1,0.162896285505579
"pole",1,0.162896285505579
"priest",1,0.162896285505579
"programm",1,0.162896285505579
"promin",1,0.162896285505579
"push",1,0.162896285505579
"rain",1,0.162896285505579
"readili",1,0.162896285505579
"reassembl",1,0.162896285505579
"recess",1,0.162896285505579
"redeem",1,0.162896285505579
"rendezv",1,0.162896285505579
"replac",1,0.162896285505579
"resourc",1,0.162896285505579
"rever",1,0.162896285505579
"rise",1,0.162896285505579
"row",1,0.162896285505579
"sacrif",1,0.162896285505579
"sapplic",1,0.162896285505579
"selfsupport",1,0.162896285505579
"senior",1,0.162896285505579
"shallow",1,0.162896285505579
"shoal",1,0.162896285505579
"sister",1,0.162896285505579
"skil",1,0.162896285505579
"skill",1,0.162896285505579
"slow",1,0.162896285505579
"smoke",1,0.162896285505579
"sot",1,0.162896285505579
"soul",1,0.162896285505579
"souri",1,0.162896285505579
"splendid",1,0.162896285505579
"spoken",1,0.162896285505579
"sport",1,0.162896285505579
"stanley",1,0.162896285505579
"storey",1,0.162896285505579
"stormi",1,0.162896285505579
"stress",1,0.162896285505579
"struck",1,0.162896285505579
"suffic",1,0.162896285505579
"sympathi",1,0.162896285505579
"tach",1,0.162896285505579
"team",1,0.162896285505579
"tend",1,0.162896285505579
"though",1,0.162896285505579
"travers",1,0.162896285505579
"trend",1,0.162896285505579
"trespass",1,0.162896285505579
"tripmen",1,0.162896285505579
"ultimo",1,0.162896285505579
"undertaken",1,0.162896285505579
"undu",1,0.162896285505579
"untir",1,0.162896285505579
"untrammel",1,0.162896285505579
"whilst",1,0.162896285505579
"won",1,0.162896285505579
"zest",1,0.162896285505579
"barren",1,0.162896285505579
"detain",1,0.162896285505579
"flat",1,0.162896285505579
"industri",1,0.162896285505579
"labour",1,0.162896285505579
"mistawasi",1,0.162896285505579
"rong",1,0.162896285505579
"stockrais",1,0.162896285505579
"turquetil",1,0.162896285505579
"whose",5,0.16284287543781
"similar",6,0.162379792773527
"papasains",1,0.161971767478192
"abovenam",1,0.161971767478192
"asa",1,0.161971767478192
"ashewasega",1,0.161971767478192
"baril",1,0.161971767478192
"batchewanaung",1,0.161971767478192
"bell",1,0.161971767478192
"canda",1,0.161971767478192
"doki",1,0.161971767478192
"fifthnamassin",1,0.161971767478192
"grondin",1,0.161971767478192
"idowekesi",1,0.161971767478192
"kageshewawetung",1,0.161971767478192
"keokous",1,0.161971767478192
"kitchepossigyn",1,0.161971767478192
"maganetawang",1,0.161971767478192
"maisquaso",1,0.161971767478192
"mashekyash",1,0.161971767478192
"maskinong",1,0.161971767478192
"metigomin",1,0.161971767478192
"minwapapenass",1,0.161971767478192
"mishequanga",1,0.161971767478192
"mishequonga",1,0.161971767478192
"mishoquet",1,0.161971767478192
"mishoquetto",1,0.161971767478192
"mississaga",1,0.161971767478192
"muckata",1,0.161971767478192
"muckatamishaquet",1,0.161971767478192
"naishconteong",1,0.161971767478192
"namassin",1,0.161971767478192
"naoquagabo",1,0.161971767478192
"nebenaigoch",1,0.161971767478192
"nekickshegesh",1,0.161971767478192
"nessinassung",1,0.161971767478192
"ocheek",1,0.161971767478192
"ogawaminang",1,0.161971767478192
"okickandawt",1,0.161971767478192
"oningegun",1,0.161971767478192
"pamequonaishcung",1,0.161971767478192
"pamequonaisheug",1,0.161971767478192
"panaissi",1,0.161971767478192
"paqwatchinini",1,0.161971767478192
"partridg",1,0.161971767478192
"pawiss",1,0.161971767478192
"penebewabecong",1,0.161971767478192
"penetanguishin",1,0.161971767478192
"ponekeosh",1,0.161971767478192
"qacloch",1,0.161971767478192
"serpent",1,0.161971767478192
"shabokishick",1,0.161971767478192
"shawenakeshick",1,0.161971767478192
"shawenakishick",1,0.161971767478192
"shawonebin",1,0.161971767478192
"shebawenan",1,0.161971767478192
"shenaoquom",1,0.161971767478192
"shinguacous",1,0.161971767478192
"squirrel",1,0.161971767478192
"superintendentgener",1,0.161971767478192
"tagawinini",1,0.161971767478192
"thessalon",1,0.161971767478192
"thirdkitcheposkissegan",1,0.161971767478192
"twelfh",1,0.161971767478192
"twothird",1,0.161971767478192
"wabakekik",1,0.161971767478192
"wagemak",1,0.161971767478192
"wagemaki",1,0.161971767478192
"wanabekineyunnung",1,0.161971767478192
"wanabeyakokaun",1,0.161971767478192
"wanabitasek",1,0.161971767478192
"wanabitib",1,0.161971767478192
"waquacomick",1,0.161971767478192
"wasaques",1,0.161971767478192
"washauwenega",1,0.161971767478192
"waswanay",1,0.161971767478192
"watachewana",1,0.161971767478192
"windawtegawinini",1,0.161971767478192
"windawtegowinini",1,0.161971767478192
"wwbekekik",1,0.161971767478192
"general",28,0.161070176413205
"free",20,0.160935399132178
"joseph",10,0.160686175019425
"bart",2,0.160660768508873
"neither",2,0.160584787217134
"cession",5,0.159837530820422
"new",10,0.159760277832897
"burial",1,0.159589245461891
"burntwood",1,0.159589245461891
"constatag",1,0.159589245461891
"doghead",1,0.159589245461891
"donald",1,0.159589245461891
"familiesin",1,0.159589245461891
"familiesreserv",1,0.159589245461891
"familiessuch",1,0.159589245461891
"garrioch",1,0.159589245461891
"inasmuch",1,0.159589245461891
"jackhead",1,0.159589245461891
"kahnahwahkeeweenin",1,0.159589245461891
"limitsal",1,0.159589245461891
"methodist",1,0.159589245461891
"nahkeequannayyash",1,0.159589245461891
"nahweekeesickquahyash",1,0.159589245461891
"parsonag",1,0.159589245461891
"peewahrooweenin",1,0.159589245461891
"pipeston",1,0.159589245461891
"pisequinip",1,0.159589245461891
"poplar",1,0.159589245461891
"proud",1,0.159589245461891
"retroact",1,0.159589245461891
"rundl",1,0.159589245461891
"schoolhous",1,0.159589245461891
"subscript",1,0.159589245461891
"swamp",1,0.159589245461891
"tapastanum",1,0.159589245461891
"thereofand",1,0.159589245461891
"thickfoot",1,0.159589245461891
"wapang",1,0.159589245461891
"winnipegoosi",1,0.159589245461891
"access",1,0.159589245461891
"foreshor",1,0.159589245461891
"howard",1,0.159589245461891
"lestock",1,0.159589245461891
"norway",1,0.159589245461891
"reid",1,0.159589245461891
"split",1,0.159589245461891
"tatnam",1,0.159589245461891
"coll",1,0.159584584771577
"absolut",1,0.159584584771577
"affirm",1,0.159584584771577
"alarm",1,0.159584584771577
"allianc",1,0.159584584771577
"annoy",1,0.159584584771577
"arighwadaga",1,0.159584584771577
"ataweetsera",1,0.159584584771577
"aug",1,0.159584584771577
"avoin",1,0.159584584771577
"awe",1,0.159584584771577
"bestow",1,0.159584584771577
"blockad",1,0.159584584771577
"bodi",1,0.159584584771577
"boquet",1,0.159584584771577
"bradstreet",1,0.159584584771577
"breach",1,0.159584584771577
"britan",1,0.159584584771577
"brittan",1,0.159584584771577
"campaign",1,0.159584584771577
"carriag",1,0.159584584771577
"carrier",1,0.159584584771577
"centuri",1,0.159584584771577
"cheaper",1,0.159584584771577
"compli",1,0.159584584771577
"conceal",1,0.159584584771577
"congress",1,0.159584584771577
"conquer",1,0.159584584771577
"convoy",1,0.159584584771577
"daili",1,0.159584584771577
"delawar",1,0.159584584771577
"demonstr",1,0.159584584771577
"deni",1,0.159584584771577
"deserterth",1,0.159584584771577
"destruct",1,0.159584584771577
"doubtless",1,0.159584584771577
"engin",1,0.159584584771577
"enlarg",1,0.159584584771577
"enterpris",1,0.159584584771577
"error",1,0.159584584771577
"ettc",1,0.159584584771577
"europ",1,0.159584584771577
"expos",1,0.159584584771577
"eyr",1,0.159584584771577
"fals",1,0.159584584771577
"fidel",1,0.159584584771577
"fight",1,0.159584584771577
"foll",1,0.159584584771577
"forgiven",1,0.159584584771577
"fugit",1,0.159584584771577
"generos",1,0.159584584771577
"genese",1,0.159584584771577
"gladwin",1,0.159584584771577
"goe",1,0.159584584771577
"grass",1,0.159584584771577
"grievanc",1,0.159584584771577
"hard",1,0.159584584771577
"hazard",1,0.159584584771577
"himthi",1,0.159584584771577
"humbl",1,0.159584584771577
"impolit",1,0.159584584771577
"infer",1,0.159584584771577
"inviol",1,0.159584584771577
"itmi",1,0.159584584771577
"jealous",1,0.159584584771577
"jealousi",1,0.159584584771577
"kanestio",1,0.159584584771577
"loser",1,0.159584584771577
"majti",1,0.159584584771577
"master",1,0.159584584771577
"match",1,0.159584584771577
"mediat",1,0.159584584771577
"medit",1,0.159584584771577
"mentionedth",1,0.159584584771577
"meynominey",1,0.159584584771577
"miami",1,0.159584584771577
"michilimacinac",1,0.159584584771577
"michilimainac",1,0.159584584771577
"midst",1,0.159584584771577
"monopoli",1,0.159584584771577
"motiv",1,0.159584584771577
"negro",1,0.159584584771577
"neighbourhood",1,0.159584584771577
"notwithstand",1,0.159584584771577
"obstin",1,0.159584584771577
"offenc",1,0.159584584771577
"onnusseraqueta",1,0.159584584771577
"oppos",1,0.159584584771577
"oswego",1,0.159584584771577
"pacquet",1,0.159584584771577
"pani",1,0.159584584771577
"pardon",1,0.159584584771577
"passag",1,0.159584584771577
"plunder",1,0.159584584771577
"politician",1,0.159584584771577
"pondiac",1,0.159584584771577
"pottawatami",1,0.159584584771577
"prejud",1,0.159584584771577
"profound",1,0.159584584771577
"puan",1,0.159584584771577
"recours",1,0.159584584771577
"reestablish",1,0.159584584771577
"remitt",1,0.159584584771577
"remonstr",1,0.159584584771577
"respectmi",1,0.159584584771577
"saki",1,0.159584584771577
"schloster",1,0.159584584771577
"seneca",1,0.159584584771577
"sentiment",1,0.159584584771577
"shawanes",1,0.159584584771577
"sherlock",1,0.159584584771577
"solicit",1,0.159584584771577
"sooner",1,0.159584584771577
"souwarraghijojiana",1,0.159584584771577
"spread",1,0.159584584771577
"stabil",1,0.159584584771577
"staid",1,0.159584584771577
"stop",1,0.159584584771577
"stori",1,0.159584584771577
"surpris",1,0.159584584771577
"susquehana",1,0.159584584771577
"tho",1,0.159584584771577
"tranquil",1,0.159584584771577
"transmittedand",1,0.159584584771577
"treacheri",1,0.159584584771577
"utter",1,0.159584584771577
"woodi",1,0.159584584771577
"chenussio",1,0.159584584771577
"longitud",1,0.159561136387835
"ball",1,0.159561136387835
"boy",1,0.159561136387835
"brass",1,0.159561136387835
"briefli",1,0.159561136387835
"brockvill",1,0.159561136387835
"calcul",1,0.159561136387835
"calf",1,0.159561136387835
"calico",1,0.159561136387835
"cauahhachapew",1,0.159561136387835
"chacacha",1,0.159561136387835
"claw",1,0.159561136387835
"coat",1,0.159561136387835
"cote",1,0.159561136387835
"daystar",1,0.159561136387835
"enrol",1,0.159561136387835
"etoimaini",1,0.159561136387835
"etoimami",1,0.159561136387835
"ident",1,0.159561136387835
"invit",1,0.159561136387835
"kakeenawup",1,0.159561136387835
"kakiiwistahaw",1,0.159561136387835
"kakishiway",1,0.159561136387835
"kanacatoos",1,0.159561136387835
"kaneonuskatew",1,0.159561136387835
"kawey",1,0.159561136387835
"kiisicawahchuck",1,0.159561136387835
"kuskeetewmuscoomusqua",1,0.159561136387835
"leech",1,0.159561136387835
"loud",1,0.159561136387835
"meemay",1,0.159561136387835
"objection",1,0.159561136387835
"patienc",1,0.159561136387835
"pisqua",1,0.159561136387835
"provost",1,0.159561136387835
"puscoo",1,0.159561136387835
"quappell",1,0.159561136387835
"robillard",1,0.159561136387835
"stroud",1,0.159561136387835
"supplementari",1,0.159561136387835
"tact",1,0.159561136387835
"telegraph",1,0.159561136387835
"touchwood",1,0.159561136387835
"trifl",1,0.159561136387835
"unsettl",1,0.159561136387835
"voic",1,0.159561136387835
"wahpiimoosetoosii",1,0.159561136387835
"wheresoev",1,0.159561136387835
"winnipegosi",1,0.159561136387835
"dispos",21,0.159489072319392
"descript",4,0.158755974184992
"canada",29,0.158436502983142
"privi",6,0.158227925697614
"add",3,0.157968842142827
"breadth",4,0.157123508239601
"alfr",1,0.157055974525572
"bestthat",1,0.157055974525572
"capac",1,0.157055974525572
"chatelain",1,0.157055974525572
"commut",1,0.157055974525572
"dawson",1,0.157055974525572
"denni",1,0.157055974525572
"fivewith",1,0.157055974525572
"fortyninth",1,0.157055974525572
"francisand",1,0.157055974525572
"necessarysuch",1,0.157055974525572
"nepigon",1,0.157055974525572
"nextand",1,0.157055974525572
"nichola",1,0.157055974525572
"norbert",1,0.157055974525572
"ojibbeway",1,0.157055974525572
"ojibway",1,0.157055974525572
"paragraph",1,0.157055974525572
"pither",1,0.157055974525572
"pro",1,0.157055974525572
"provench",1,0.157055974525572
"raini",1,0.157055974525572
"rata",1,0.157055974525572
"salteaux",1,0.157055974525572
"shed",1,0.157055974525572
"simpsonand",1,0.157055974525572
"sinuos",1,0.157055974525572
"sirw",1,0.157055974525572
"stoughton",1,0.157055974525572
"subsidi",1,0.157055974525572
"summit",1,0.157055974525572
"watersh",1,0.157055974525572
"wholli",1,0.157055974525572
"mcpherson",1,0.156979439451673
"norman",1,0.156979439451673
"wrigley",1,0.156979439451673
"afraid",1,0.156979439451673
"anthoni",1,0.156979439451673
"apt",1,0.156979439451673
"arctic",1,0.156979439451673
"artilleri",1,0.156979439451673
"aylmer",1,0.156979439451673
"breynat",1,0.156979439451673
"bruce",1,0.156979439451673
"calm",1,0.156979439451673
"choos",1,0.156979439451673
"clerk",1,0.156979439451673
"conroy",1,0.156979439451673
"coppermin",1,0.156979439451673
"exempt",1,0.156979439451673
"fitzgerald",1,0.156979439451673
"gras",1,0.156979439451673
"hare",1,0.156979439451673
"headquart",1,0.156979439451673
"heightofland",1,0.156979439451673
"hereinabov",1,0.156979439451673
"houseboat",1,0.156979439451673
"inaccess",1,0.156979439451673
"largest",1,0.156979439451673
"let",1,0.156979439451673
"liard",1,0.156979439451673
"loucheux",1,0.156979439451673
"moisan",1,0.156979439451673
"nwt",1,0.156979439451673
"omi",1,0.156979439451673
"prior",1,0.156979439451673
"regret",1,0.156979439451673
"schooner",1,0.156979439451673
"smallpox",1,0.156979439451673
"someon",1,0.156979439451673
"stormbound",1,0.156979439451673
"untru",1,0.156979439451673
"willow",1,0.156979439451673
"yukon",1,0.156979439451673
"livelihood",3,0.156854584005282
"murder",2,0.156744134168357
"ship",2,0.156744134168357
"whenc",2,0.156744134168357
"often",2,0.155968247045919
"starvat",2,0.155968247045919
"append",4,0.15585854644795
"account",5,0.155659362476912
"blood",2,0.155049070985697
"cathol",2,0.154714710739806
"keewatin",2,0.154714710739806
"roman",2,0.154714710739806
"thorough",2,0.154714710739806
"carlton",2,0.15454005886543
"appeal",4,0.154509918241995
"respect",27,0.154483115390688
"benefit",20,0.154160922632253
"laurent",1,0.153704397519326
"paul",1,0.153704397519326
"acadia",1,0.153704397519326
"accadia",1,0.153704397519326
"barter",1,0.153704397519326
"comr",1,0.153704397519326
"contriv",1,0.153704397519326
"entic",1,0.153704397519326
"forgo",1,0.153704397519326
"govr",1,0.153704397519326
"ill",1,0.153704397519326
"indirect",1,0.153704397519326
"insult",1,0.153704397519326
"lahav",1,0.153704397519326
"lunenbourg",1,0.153704397519326
"lunenburg",1,0.153704397519326
"putt",1,0.153704397519326
"sacr",1,0.153704397519326
"sett",1,0.153704397519326
"traffick",1,0.153704397519326
"truck",1,0.153704397519326
"etc",3,0.153149759101474
"releas",24,0.152389300396514
"trail",2,0.152245582978402
"rocki",3,0.151590724428059
"northward",6,0.151265405262369
"recit",3,0.150919337811276
"compar",2,0.150822378033525
"hear",5,0.150574887815113
"fourteen",3,0.150199854928044
"thereaft",8,0.149563598496872
"distress",2,0.149312695741338
"agreeabl",3,0.149288954367812
"elbow",1,0.148450635437062
"pitt",1,0.148450635437062
"allan",1,0.148450635437062
"battl",1,0.148450635437062
"battleford",1,0.148450635437062
"befallen",1,0.148450635437062
"bore",1,0.148450635437062
"brookbank",1,0.148450635437062
"bush",1,0.148450635437062
"calam",1,0.148450635437062
"cart",1,0.148450635437062
"commonwealth",1,0.148450635437062
"dewdney",1,0.148450635437062
"elizabeth",1,0.148450635437062
"enumer",1,0.148450635437062
"famin",1,0.148450635437062
"grew",1,0.148450635437062
"handmil",1,0.148450635437062
"hook",1,0.148450635437062
"iron",1,0.148450635437062
"item",1,0.148450635437062
"jaspar",1,0.148450635437062
"lothrop",1,0.148450635437062
"lucki",1,0.148450635437062
"macdonald",1,0.148450635437062
"malcolm",1,0.148450635437062
"malcom",1,0.148450635437062
"mccrimmon",1,0.148450635437062
"meridian",1,0.148450635437062
"minahequosi",1,0.148450635437062
"ostrand",1,0.148450635437062
"overtaken",1,0.148450635437062
"papaway",1,0.148450635437062
"pember",1,0.148450635437062
"pestil",1,0.148450635437062
"pine",1,0.148450635437062
"reap",1,0.148450635437062
"southeastward",1,0.148450635437062
"tire",1,0.148450635437062
"waggon",1,0.148450635437062
"stoni",3,0.148358896380905
"essenti",3,0.14810866686692
"produc",6,0.148105578105343
"settlement",23,0.147509757406471
"main",8,0.147152203826499
"chipewyan",2,0.146632046267301
"fiftyf",5,0.146544332784167
"till",7,0.146030819559214
"quit",3,0.145433773799626
"camp",2,0.144921959988048
"transmit",4,0.144299031674934
"proceed",15,0.143877903212804
"avail",3,0.143846850439249
"style",3,0.143846850439249
"brief",2,0.143671961153115
"round",3,0.14348273601755
"left",5,0.143051358723727
"stock",2,0.142990985466925
"send",5,0.142817012005773
"issu",9,0.142122348143167
"unto",27,0.141667277657591
"away",6,0.141123430066117
"commod",2,0.140986368942867
"spanish",3,0.139875152051416
"secur",15,0.139798133754076
"creek",16,0.139108823301906
"ocean",2,0.138399915721727
"allot",8,0.137894318655383
"especi",4,0.137837281025921
"unced",2,0.137793791683735
"width",2,0.137793791683735
"bow",3,0.137680493925285
"concess",3,0.137463957779579
"repli",2,0.137201426062792
"convinc",4,0.137075929755839
"staff",3,0.136663773134775
"settler",11,0.136636198565973
"void",2,0.13651906134867
"transact",6,0.135584236105341
"central",2,0.134837989324577
"salari",9,0.134757312340306
"money",17,0.134073626148255
"twenti",14,0.133874692554034
"valu",15,0.133027407120551
"preserv",8,0.132825286223887
"pleasur",4,0.132385494945603
"blackfoot",2,0.132226752537705
"unit",14,0.132155345847718
"domini",2,0.132009456007626
"ninth",8,0.131883680039462
"albani",3,0.131765357366154
"interest",25,0.131763188080339
"unanim",3,0.131266567896333
"rev",2,0.131084622464242
"servant",4,0.130967575019697
"lower",6,0.130646831387605
"thenc",35,0.130400975071261
"chas",2,0.1300521178126
"manag",4,0.129951135720188
"sea",4,0.129422413476015
"columbia",2,0.12936193462335
"nevertheless",2,0.129185300427391
"soon",12,0.129120070366041
"organ",2,0.128281684048773
"ranch",2,0.128281684048773
"thereon",26,0.128092780718794
"mile",37,0.127570975577354
"contain",30,0.127424624982604
"lieuten",10,0.127059755215075
"reach",5,0.126827032250626
"lead",10,0.126507276863991
"minor",2,0.12624854924794
"conveni",10,0.126113480038597
"affair",29,0.12597489579531
"alien",11,0.125084974292684
"suffer",6,0.125003969018421
"obedi",4,0.12496480350564
"woman",10,0.124446120382965
"isl",4,0.124363713537333
"breed",1,0.124352947989733
"cargo",1,0.124352947989733
"coal",1,0.124352947989733
"crow",1,0.124352947989733
"ferri",1,0.124352947989733
"ford",1,0.124352947989733
"fuel",1,0.124352947989733
"jerri",1,0.124352947989733
"morleyvill",1,0.124352947989733
"peigan",1,0.124352947989733
"piegan",1,0.124352947989733
"porcupin",1,0.124352947989733
"pott",1,0.124352947989733
"rifl",1,0.124352947989733
"sarce",1,0.124352947989733
"seam",1,0.124352947989733
"unnecessari",1,0.124352947989733
"winchest",1,0.124352947989733
"averag",1,0.124352947989733
"blackfeet",1,0.124352947989733
"cmg",1,0.124352947989733
"farquharson",1,0.124352947989733
"macleod",1,0.124352947989733
"noth",2,0.124157828665312
"explan",2,0.124070942864676
"favour",13,0.123728125873663
"member",15,0.123507131181291
"execut",21,0.122918147392667
"ross",3,0.122858730730995
"altogeth",2,0.122802091195444
"earliest",2,0.122802091195444
"mcleod",2,0.122802091195444
"relat",2,0.122802091195444
"undoubt",2,0.122802091195444
"effectu",2,0.122217503934157
"thank",2,0.122155995986303
"beg",2,0.12174261547195
"embodi",2,0.12174261547195
"judici",2,0.12174261547195
"missionari",2,0.12174261547195
"wester",18,0.121681989509789
"aux",2,0.121458297490549
"unconced",2,0.121458297490549
"morn",2,0.121266804922941
"appurten",14,0.120728288792832
"engag",14,0.120389600289555
"direct",15,0.1200174750972
"rest",9,0.119664723823701
"distinct",3,0.119621548107119
"speech",2,0.118622071662013
"charg",7,0.117901762651772
"numer",4,0.117866693875291
"oblig",14,0.117676017014795
"tranch",4,0.117319922637445
"thro",2,0.117307720388563
"garrison",4,0.117209086106536
"bargain",13,0.116742849746921
"develop",2,0.115952562146995
"busi",2,0.115530159887352
"caribou",2,0.115530159887352
"grave",2,0.115262003532255
"upward",2,0.115179671982782
"bear",12,0.115113838816615
"twelv",17,0.114830255685593
"summon",2,0.114738148394417
"detroit",4,0.11444753360916
"hereof",11,0.114209026253697
"convey",16,0.113762736912633
"bind",4,0.113526295244122
"wise",6,0.113403729483363
"decis",2,0.112967518521607
"none",2,0.112967518521607
"offshoot",2,0.112967518521607
"physic",2,0.112967518521607
"prosper",2,0.112967518521607
"relief",2,0.112967518521607
"tongu",2,0.112967518521607
"hereund",6,0.11287471719288
"quebec",11,0.11146796676671
"full",18,0.111272704759759
"contribut",2,0.111005121070012
"afternoon",2,0.110679914093647
"countri",19,0.110442469481837
"goodwil",3,0.110336331190646
"death",2,0.10957199919897
"franc",4,0.10935794297323
"realm",2,0.109014690434185
"northwest",23,0.108853224936811
"measur",5,0.108698037548805
"alway",9,0.108343448345291
"conced",5,0.108176091767468
"accru",6,0.1080117083654
"come",15,0.107269325154968
"apart",8,0.107188797806641
"pretenc",3,0.107040473158534
"seiz",3,0.107040473158534
"doubt",2,0.10665669930788
"sens",2,0.106589025921134
"gave",2,0.106399258414586
"distanc",11,0.106318619644769
"read",14,0.106286803245996
"seventythre",2,0.106259047607532
"alexand",11,0.105958184604161
"behoof",4,0.105796749000856
"wabakanyn",2,0.105757229307042
"wabanip",2,0.105757229307042
"anywis",3,0.105730954100534
"catfish",2,0.105273925386477
"nation",26,0.105227450535836
"sovereign",6,0.105188724192485
"comprehend",2,0.104791497712654
"greet",8,0.104665668658306
"sum",30,0.103902717207391
"adequ",3,0.103826296521932
"athabasca",2,0.103553886594642
"refer",6,0.103349161174463
"deer",9,0.103046303156117
"aforesaid",34,0.102738624229654
"shewn",3,0.102697289807058
"affect",6,0.102542007833038
"sachem",5,0.102511711255075
"molest",18,0.102484543682155
"best",8,0.102036860656157
"southward",3,0.101391188304042
"sixteenth",3,0.101248238839584
"empti",6,0.101121598002348
"three",26,0.10084634763519
"project",3,0.100385044853392
"join",9,0.100316703928993
"term",18,0.100158183016376
"serv",3,0.0998967803456986
"lesser",2,0.0998154482405568
"incur",4,0.0996085660611046
"defend",15,0.099543646804348
"messissagu",2,0.0995424142736402
"strike",5,0.0992215864526057
"disturb",5,0.0990549947267228
"satisfi",7,0.0988078695475501
"upon",27,0.0986985410950162
"like",15,0.0983825941008098
"octob",14,0.0982789731963458
"fit",8,0.0982774663904667
"mutual",3,0.098186091045362
"loyalti",2,0.0980796476753113
"appertain",6,0.0979839346614311
"offer",3,0.0979556496694198
"esquir",19,0.0976194827100969
