"Term","Frequency","Correlation"
"inclin",2,0.00852720654559524
"apprehens",2,0.00805349431421008
"indulg",2,0.00805349431421008
"judg",2,0.00805349431421008
"petit",2,0.00633471304829912
"behalf",36,0.0063045350540972
"spanish",3,0.00553308591090978
"baronet",2,0.00542766990340338
"answer",3,0.00540056379995036
"experi",3,0.00540056379995036
"fox",2,0.00512774040840424
"put",8,0.00498156424091603
"wide",4,0.00445867401334013
"mean",6,0.0043046172853334
"thirti",8,0.00343268280562529
"summon",2,0.00340173606825269
"januari",3,0.00271132615373231
"deliv",20,0.002328845176211
"northward",6,0.0016912207938472
"dissatisfact",2,0.00144563796777117
"employ",2,0.00144563796777117
"moder",2,0.00144563796777117
"offset",2,0.00113613266851406
"catfish",2,0.00104103607977486
"except",20,0.000221466998291263
"premis",11,-0.000283161629687056
"promot",3,-0.00103843290913157
"crime",2,-0.00114184673497479
"misdemeanour",2,-0.00114184673497479
"pain",2,-0.00114184673497479
"tenth",4,-0.0016333806990216
"appertain",6,-0.00213573921013104
"feather",3,-0.00218476691900312
"eri",4,-0.00236022495492741
"sir",9,-0.00243015542595984
"append",4,-0.00250917255642133
"empti",6,-0.00255151962829833
"outlet",9,-0.00270826730860909
"concern",5,-0.00395132683803301
"late",11,-0.00413030691123389
"offer",3,-0.00455723972143215
"welfar",2,-0.00465626671741944
"foot",6,-0.00529266108337514
"abovenam",1,-0.00581349278515919
"asa",1,-0.00581349278515919
"ashewasega",1,-0.00581349278515919
"baril",1,-0.00581349278515919
"batchewanaung",1,-0.00581349278515919
"bell",1,-0.00581349278515919
"canda",1,-0.00581349278515919
"doki",1,-0.00581349278515919
"fifthnamassin",1,-0.00581349278515919
"grondin",1,-0.00581349278515919
"idowekesi",1,-0.00581349278515919
"kageshewawetung",1,-0.00581349278515919
"keokous",1,-0.00581349278515919
"kitchepossigyn",1,-0.00581349278515919
"maganetawang",1,-0.00581349278515919
"maisquaso",1,-0.00581349278515919
"mashekyash",1,-0.00581349278515919
"maskinong",1,-0.00581349278515919
"metigomin",1,-0.00581349278515919
"minwapapenass",1,-0.00581349278515919
"mishequanga",1,-0.00581349278515919
"mishequonga",1,-0.00581349278515919
"mishoquet",1,-0.00581349278515919
"mishoquetto",1,-0.00581349278515919
"mississaga",1,-0.00581349278515919
"muckata",1,-0.00581349278515919
"muckatamishaquet",1,-0.00581349278515919
"naishconteong",1,-0.00581349278515919
"namassin",1,-0.00581349278515919
"naoquagabo",1,-0.00581349278515919
"nebenaigoch",1,-0.00581349278515919
"nekickshegesh",1,-0.00581349278515919
"nessinassung",1,-0.00581349278515919
"ocheek",1,-0.00581349278515919
"ogawaminang",1,-0.00581349278515919
"okickandawt",1,-0.00581349278515919
"oningegun",1,-0.00581349278515919
"pamequonaishcung",1,-0.00581349278515919
"pamequonaisheug",1,-0.00581349278515919
"panaissi",1,-0.00581349278515919
"paqwatchinini",1,-0.00581349278515919
"partridg",1,-0.00581349278515919
"pawiss",1,-0.00581349278515919
"penebewabecong",1,-0.00581349278515919
"penetanguishin",1,-0.00581349278515919
"ponekeosh",1,-0.00581349278515919
"qacloch",1,-0.00581349278515919
"serpent",1,-0.00581349278515919
"shabokishick",1,-0.00581349278515919
"shawenakeshick",1,-0.00581349278515919
"shawenakishick",1,-0.00581349278515919
"shawonebin",1,-0.00581349278515919
"shebawenan",1,-0.00581349278515919
"shenaoquom",1,-0.00581349278515919
"shinguacous",1,-0.00581349278515919
"squirrel",1,-0.00581349278515919
"superintendentgener",1,-0.00581349278515919
"tagawinini",1,-0.00581349278515919
"thessalon",1,-0.00581349278515919
"thirdkitcheposkissegan",1,-0.00581349278515919
"twelfh",1,-0.00581349278515919
"twothird",1,-0.00581349278515919
"wabakekik",1,-0.00581349278515919
"wagemak",1,-0.00581349278515919
"wagemaki",1,-0.00581349278515919
"wanabekineyunnung",1,-0.00581349278515919
"wanabeyakokaun",1,-0.00581349278515919
"wanabitasek",1,-0.00581349278515919
"wanabitib",1,-0.00581349278515919
"waquacomick",1,-0.00581349278515919
"wasaques",1,-0.00581349278515919
"washauwenega",1,-0.00581349278515919
"waswanay",1,-0.00581349278515919
"watachewana",1,-0.00581349278515919
"windawtegawinini",1,-0.00581349278515919
"windawtegowinini",1,-0.00581349278515919
"wwbekekik",1,-0.00581349278515919
"papasains",1,-0.0058134927851592
"contribut",2,-0.00628895909937799
"clair",3,-0.00637050284977901
"chipeweigh",1,-0.00684950320384387
"chippeweigh",1,-0.00684950320384387
"confeder",1,-0.00684950320384387
"deceas",1,-0.00684950320384387
"eighton",1,-0.00684950320384387
"guy",1,-0.00684950320384387
"handsom",1,-0.00684950320384387
"missisaga",1,-0.00684950320384387
"weghqueta",1,-0.00684950320384387
"zeal",1,-0.00684950320384387
"nineteen",4,-0.00692339964686997
"therefor",20,-0.00724302716228944
"ninetynin",2,-0.00786610138870562
"church",5,-0.00792214499822983
"publish",2,-0.00799213800914156
"discharg",6,-0.0080291781501866
"take",11,-0.00856031135668674
"knew",3,-0.00863666061438534
"thus",3,-0.00863666061438534
"twentysixth",4,-0.0089910388196857
"andrew",4,-0.00930368326079858
"confid",3,-0.00979466530091606
"tranch",4,-0.00983933717926013
"better",4,-0.00990986080065852
"success",4,-0.0101265938331601
"saugeen",1,-0.010676633158999
"spot",1,-0.010676633158999
"anxious",1,-0.010676633158999
"beatti",1,-0.010676633158999
"caughnawaga",1,-0.010676633158999
"colpoy",1,-0.010676633158999
"conduc",1,-0.010676633158999
"crocker",1,-0.010676633158999
"diminut",1,-0.010676633158999
"earl",1,-0.010676633158999
"elgin",1,-0.010676633158999
"kincardin",1,-0.010676633158999
"nawash",1,-0.010676633158999
"nochemowena",1,-0.010676633158999
"ravin",1,-0.010676633158999
"sucker",1,-0.010676633158999
"wisdom",1,-0.010676633158999
"dead",2,-0.0107806490274944
"fall",11,-0.0111422691585503
"believ",3,-0.0113148367794709
"viz",2,-0.0113278163933975
"ago",3,-0.0114120126349509
"peninsula",2,-0.0114721045638936
"front",2,-0.011631502792424
"loyalti",2,-0.0118009686535393
"fourteen",3,-0.011814275232872
"sixtyon",2,-0.0123131765699565
"border",3,-0.0123206478801043
"forev",30,-0.0124082826792377
"firm",2,-0.0125192884134046
"higher",2,-0.0125192884134046
"represent",2,-0.0125192884134046
"anywis",3,-0.0126719825859033
"thro",2,-0.0131271742084356
"block",2,-0.013358024775679
"strip",2,-0.0133918981565228
"common",7,-0.0137844818216208
"parcel",19,-0.0139758857198037
"draw",4,-0.014182104247304
"guard",2,-0.0148456804827471
"martin",2,-0.0153314673400278
"arrow",2,-0.0158073874277569
"broad",2,-0.0158073874277569
"idl",3,-0.0160223086414072
"condit",14,-0.016664420334273
"recent",2,-0.0167500393806366
"came",4,-0.0167926180955064
"touch",2,-0.0168554754205924
"upper",19,-0.0172958375498397
"seal",32,-0.0179892600405667
"occas",5,-0.0180629266119557
"drawn",5,-0.0185117541140314
"mother",2,-0.0185328776222972
"definit",2,-0.0192335687921858
"patern",2,-0.0192335687921858
"testifi",2,-0.0192335687921858
"faith",24,-0.0193738486390874
"southward",3,-0.0195770393358578
"sixth",8,-0.0202795722826018
"eleventh",4,-0.021297162623415
"provinci",5,-0.0219301047133656
"brittanick",1,-0.0223265190747635
"collin",1,-0.0223265190747635
"crawford",1,-0.0223265190747635
"fourpenc",1,-0.0223265190747635
"imaginari",1,-0.0223265190747635
"kautabus",1,-0.0223265190747635
"lincoln",1,-0.0223265190747635
"mattotow",1,-0.0223265190747635
"mottotow",1,-0.0223265190747635
"nanaughkawestrawr",1,-0.0223265190747635
"nannibosur",1,-0.0223265190747635
"nattoton",1,-0.0223265190747635
"ore",1,-0.0223265190747635
"peapamaw",1,-0.0223265190747635
"peasanish",1,-0.0223265190747635
"pokquawr",1,-0.0223265190747635
"principl",1,-0.0223265190747635
"real",1,-0.0223265190747635
"russeau",1,-0.0223265190747635
"sake",1,-0.0223265190747635
"sawainchik",1,-0.0223265190747635
"tabendau",1,-0.0223265190747635
"tractor",1,-0.0223265190747635
"unmolest",1,-0.0223265190747635
"vessel",1,-0.0223265190747635
"wabakanynem",1,-0.0223265190747635
"wabakyn",1,-0.0223265190747635
"wabaninshop",1,-0.0223265190747635
"wabaniship",1,-0.0223265190747635
"wapamanischigun",1,-0.0223265190747635
"wapeanojhqua",1,-0.0223265190747635
"washquart",1,-0.0223265190747635
"wavakanyn",1,-0.0223265190747635
"messisagu",1,-0.0223265190747635
"mississagu",5,-0.022443035672044
"mair",2,-0.022564694596506
"second",15,-0.0229917859968485
"comprehend",2,-0.022991895336335
"experienc",3,-0.0232125024084071
"spring",5,-0.0232517273728767
"certain",32,-0.0237628312742396
"water",25,-0.0239134197624593
"bargain",13,-0.0250404838343737
"solemn",15,-0.0252340441739558
"equiti",3,-0.0254998459564531
"stand",6,-0.0261015604814469
"tree",7,-0.0264345182932329
"restrict",4,-0.0265301970158654
"extend",17,-0.0265384412330248
"young",2,-0.0265772301264477
"wise",6,-0.0266154613157478
"knowledg",3,-0.026860096135232
"path",2,-0.0271847580587643
"oxford",3,-0.0272893489705022
"rent",5,-0.0282303266550946
"depth",4,-0.0282521895307113
"document",3,-0.0282613247845582
"french",8,-0.0284715346219533
"inland",3,-0.0285478355649377
"send",5,-0.028872988447564
"especi",4,-0.0290898379797205
"neac",1,-0.0293091137201824
"anyway",1,-0.0293091137201824
"apparten",1,-0.0293091137201824
"blaze",1,-0.0293091137201824
"diver",1,-0.0293091137201824
"eightseven",1,-0.0293091137201824
"hindranc",1,-0.0293091137201824
"meant",1,-0.0293091137201824
"pakquan",1,-0.0293091137201824
"beyond",6,-0.0298451534191807
"pleasur",4,-0.0303581860854275
"use",29,-0.0305237199570529
"consequ",4,-0.0305335595193254
"fourteenth",2,-0.0316872876997394
"press",3,-0.0319126284041212
"likewis",4,-0.0320056576955876
"ocean",2,-0.0322748305764924
"confin",5,-0.0323205999551339
"realm",2,-0.0327926507687465
"amherstburg",2,-0.0332626130666812
"continu",9,-0.0337555996318314
"thame",3,-0.0343389394127242
"concurr",3,-0.0343481121920833
"inclus",2,-0.034403991121546
"subsist",4,-0.0344194615752576
"regard",8,-0.0345663381489303
"last",16,-0.0351591079263674
"estat",9,-0.035176408855188
"earnest",3,-0.0353893415842155
"sanction",3,-0.0356221288426666
"instant",3,-0.0356758819185569
"sovereign",6,-0.0356924242026984
"imperfect",2,-0.0357259475520652
"threequart",2,-0.0357259475520652
"end",11,-0.0358397705994105
"sign",29,-0.0359509363166988
"whitefish",2,-0.0370552972270829
"disturb",5,-0.0374468045123101
"surveyor",5,-0.0377323842401802
"immedi",6,-0.0377909069524818
"loss",5,-0.038090547075729
"currenc",16,-0.0383975849738748
"known",27,-0.0387370133939507
"render",5,-0.0390529866887982
"advantag",10,-0.03936110554414
"sea",4,-0.0396768277490688
"convinc",4,-0.0402845545004685
"boat",3,-0.0404131668671737
"requisit",2,-0.0406912388285196
"hear",5,-0.040726871312284
"charg",7,-0.0408342461033246
"staff",3,-0.0409773255623515
"strike",5,-0.0418465809384455
"ascertain",2,-0.0420135494503676
"need",5,-0.0424936765223956
"twentymil",2,-0.0428582611033543
"erect",3,-0.0431009066958144
"seventh",10,-0.0431494640923758
"main",8,-0.0435027401102392
"branch",7,-0.0437274525758415
"hold",31,-0.0440113855798374
"high",6,-0.0440392141725734
"convey",16,-0.0447078439435612
"navi",3,-0.0450960134773373
"appurten",14,-0.0452176533295438
"revers",6,-0.0454638613305645
"reduct",2,-0.0456706782820277
"essenti",3,-0.0464979851551365
"sens",2,-0.0467465595521372
"coven",8,-0.0470159275736828
"case",14,-0.0476982538279264
"step",3,-0.0478341580237558
"possess",14,-0.0483114165914414
"aforement",3,-0.0486069295696116
"ste",2,-0.0489336683694729
"anoth",6,-0.0489714532693969
"forfeit",2,-0.048992621608939
"surrend",28,-0.0490224839056782
"cession",5,-0.0491800097333215
"account",5,-0.0493736259413345
"sent",4,-0.0496416229358094
"proportion",2,-0.0500246317953551
"get",4,-0.0504335006939263
"aux",2,-0.0514322465898144
"unconced",2,-0.0514322465898144
"week",3,-0.0518713440786716
"privi",6,-0.0519790879001157
"half",10,-0.0522131154930386
"minut",6,-0.0523679469180352
"strict",17,-0.0526027011988165
"fiftyseven",3,-0.0528984721692765
"grave",2,-0.0532244310879105
"numer",4,-0.0538334047271706
"lower",6,-0.0540642215374951
"fortyf",7,-0.0547559052708043
"stone",5,-0.0547589890886958
"unanim",3,-0.0548834556826342
"explor",2,-0.0552321379843897
"gros",2,-0.0552321379843897
"search",2,-0.0552321379843897
"grante",2,-0.0553360825820448
"remaind",9,-0.0555546641427322
"heredita",6,-0.0558166904109039
"kakekijick",1,-0.0561605935711025
"kamenjonweney",1,-0.0561605935711025
"ketchegam",1,-0.0561605935711025
"kiwaish",1,-0.0561605935711025
"nacawagan",1,-0.0561605935711025
"naganseway",1,-0.0561605935711025
"nawakeshecom",1,-0.0561605935711025
"papewaun",1,-0.0561605935711025
"shawandai",1,-0.0561605935711025
"shebesh",1,-0.0561605935711025
"wabekenens",1,-0.0561605935711025
"antenewayway",1,-0.0561605935711025
"bedford",1,-0.0561605935711025
"crosbi",1,-0.0561605935711025
"ferguson",1,-0.0561605935711025
"fiftyfour",1,-0.0561605935711025
"frontenac",1,-0.0561605935711025
"johnstown",1,-0.0561605935711025
"kabratsiwaybiyeb",1,-0.0561605935711025
"kingston",1,-0.0561605935711025
"kotanch",1,-0.0561605935711025
"marlborough",1,-0.0561605935711025
"nawacamigo",1,-0.0561605935711025
"nepean",1,-0.0561605935711025
"nibinowinin",1,-0.0561605935711025
"niboirinin",1,-0.0561605935711025
"shewitagan",1,-0.0561605935711025
"wabakeek",1,-0.0561605935711025
"wabasek",1,-0.0561605935711025
"wabasekb",1,-0.0561605935711025
"write",1,-0.0561605935711025
"accompani",5,-0.0562648790952846
"open",21,-0.0563716997912242
"acheton",1,-0.056463925693673
"chechalk",1,-0.056463925693673
"dunda",1,-0.056463925693673
"kenonec",1,-0.056463925693673
"mir",1,-0.056463925693673
"ninetythre",1,-0.056463925693673
"okemapeness",1,-0.056463925693673
"osenego",1,-0.056463925693673
"patequan",1,-0.056463925693673
"quenepenon",1,-0.056463925693673
"street",1,-0.056463925693673
"thirtyeight",1,-0.056463925693673
"wabakagego",1,-0.056463925693673
"wabenos",1,-0.056463925693673
"ensil",1,-0.056463925693673
"les",1,-0.056463925693673
"mississagua",1,-0.056463925693673
"ninetyon",1,-0.056463925693673
"peppercorn",1,-0.056463925693673
"pile",1,-0.056463925693673
"purcheas",1,-0.056463925693673
"sae",1,-0.056463925693673
"sixtychain",1,-0.056463925693673
"sixtyfour",1,-0.056463925693673
"sixtynin",1,-0.056463925693673
"sixtythre",1,-0.056463925693673
"southforti",1,-0.056463925693673
"statu",1,-0.056463925693673
"trunk",1,-0.056463925693673
"eightyseven",2,-0.0566042427298607
"thereon",26,-0.0570660372019527
"bridg",3,-0.0577013477209305
"prove",4,-0.0577310311317133
"full",18,-0.0580308259513165
"fit",8,-0.058295233592266
"retain",6,-0.0583102282861466
"product",3,-0.0583667260669964
"regular",4,-0.0586595608021655
"habit",5,-0.0586634098617351
"lead",10,-0.0597743953339238
"valuabl",7,-0.0601432324162939
"void",2,-0.0602474828438966
"watercours",2,-0.060499179308676
"acquir",1,-0.0608170965175031
"ahmutchiwagabou",1,-0.0608170965175031
"batchewana",1,-0.0608170965175031
"chiginan",1,-0.0608170965175031
"iuinway",1,-0.0608170965175031
"jacob",1,-0.0608170965175031
"kiminitiquia",1,-0.0608170965175031
"manitshains",1,-0.0608170965175031
"michipicoton",1,-0.0608170965175031
"mishemuckqua",1,-0.0608170965175031
"mishimuckqua",1,-0.0608170965175031
"nipigon",1,-0.0608170965175031
"peandechat",1,-0.0608170965175031
"shelageshick",1,-0.0608170965175031
"totomenci",1,-0.0608170965175031
"totominai",1,-0.0608170965175031
"warpela",1,-0.0608170965175031
"begin",27,-0.0608195166860522
"major",8,-0.0609889255131668
"augment",3,-0.0614611071777185
"cap",3,-0.0614611071777185
"charter",3,-0.0614611071777185
"missisagua",2,-0.0620187897593862
"thousand",41,-0.0620914306275968
"distinct",3,-0.0621798356559017
"extens",5,-0.062550797175715
"franci",4,-0.0628606298785428
"wabukanyn",2,-0.0630744408021722
"look",4,-0.0631890822906866
"nineteenth",4,-0.0632514593955035
"eightyf",2,-0.0632930580024456
"blanket",5,-0.0633683207242928
"expir",3,-0.0639437246952337
"thirteenth",5,-0.0640504333845609
"avail",3,-0.0647479101240615
"style",3,-0.0647479101240615
"aisainc",1,-0.0649910147807814
"aquart",1,-0.0649910147807814
"bounc",1,-0.0649910147807814
"chippawaw",1,-0.0649910147807814
"corn",1,-0.0649910147807814
"fiftythousand",1,-0.0649910147807814
"kinaybicoinini",1,-0.0649910147807814
"matcheda",1,-0.0649910147807814
"misquuckkey",1,-0.0649910147807814
"nottawaysagu",1,-0.0649910147807814
"opetequoyaws",1,-0.0649910147807814
"penetangushin",1,-0.0649910147807814
"pepper",1,-0.0649910147807814
"southwestern",1,-0.0649910147807814
"sundri",1,-0.0649910147807814
"lord",34,-0.0653546105051275
"sixtysix",2,-0.0657917008173196
"seventyf",5,-0.0659379603334823
"opposit",8,-0.0662490424817271
"admit",5,-0.0664330166794692
"expressli",3,-0.0667235406460605
"frontier",3,-0.0667935476494145
"care",5,-0.0670615646459808
"link",5,-0.0673659350658657
"thing",10,-0.0678395352981854
"singular",10,-0.0682604182405182
"sixti",11,-0.0687730169278443
"advanc",4,-0.0687808672453133
"adopt",3,-0.0690864125167226
"notic",4,-0.0691308858930862
"ceas",3,-0.0693272252208955
"cours",18,-0.0695589513444331
"appeal",4,-0.0696221727954935
"recit",3,-0.0696299956060291
"robinson",4,-0.0705187086538249
"sai",3,-0.0705625484045288
"garden",3,-0.0709603302629198
"remov",5,-0.0709870070980085
"twentyfour",3,-0.0712384508774234
"seventythre",2,-0.0713189695843042
"liabl",4,-0.0722836241844954
"base",2,-0.0722931954227026
"miner",3,-0.0723464609237122
"missisagu",3,-0.0723799621978098
"alway",9,-0.072582460411466
"inspect",3,-0.0729196977054813
"ireland",22,-0.0732418072298626
"differ",12,-0.0737938496272654
"princip",26,-0.0741980870625273
"crown",9,-0.0745725563710379
"bend",2,-0.0746168810183276
"short",3,-0.0747072832979634
"twentythird",3,-0.0748714805356354
"admeasur",4,-0.074899764160786
"intend",12,-0.0750329082824783
"soil",9,-0.0759217351018877
"cook",1,-0.0759673601453409
"kaqueticum",1,-0.0759673601453409
"manitonob",1,-0.0759673601453409
"manitonobi",1,-0.0759673601453409
"maskigonc",1,-0.0759673601453409
"musquaki",1,-0.0759673601453409
"penetangueshin",1,-0.0759673601453409
"unpurchas",1,-0.0759673601453409
"navig",5,-0.0762772978924181
"gulf",1,-0.0762868112874127
"manitoulin",1,-0.0762868112874127
"orphan",1,-0.0762868112874127
"abenc",1,-0.0762868112874128
"ahbetosomai",1,-0.0762868112874128
"apport",1,-0.0762868112874128
"aritcl",1,-0.0762868112874128
"assiginock",1,-0.0762868112874128
"atonishcosh",1,-0.0762868112874128
"compact",1,-0.0762868112874128
"convent",1,-0.0762868112874128
"deduct",1,-0.0762868112874128
"examin",1,-0.0762868112874128
"fift",1,-0.0762868112874128
"heywood",1,-0.0762868112874128
"invest",1,-0.0762868112874128
"keeshkewanbik",1,-0.0762868112874128
"maishequonggai",1,-0.0762868112874128
"mayb",1,-0.0762868112874128
"naibenessem",1,-0.0762868112874128
"naiwaudaigezhik",1,-0.0762868112874128
"ndli",1,-0.0762868112874128
"obligatori",1,-0.0762868112874128
"okemahb",1,-0.0762868112874128
"paimoquonaishgung",1,-0.0762868112874128
"rdli",1,-0.0762868112874128
"shenetahguw",1,-0.0762868112874128
"singl",1,-0.0762868112874128
"spragg",1,-0.0762868112874128
"stli",1,-0.0762868112874128
"sue",1,-0.0762868112874128
"taibosegai",1,-0.0762868112874128
"thli",1,-0.0762868112874128
"unwilling",1,-0.0762868112874128
"waukauosay",1,-0.0762868112874128
"weguaimekong",1,-0.0762868112874128
"approv",17,-0.0765869335056539
"gull",2,-0.0767127938358004
"seventyeight",3,-0.076737007582789
"canotung",1,-0.0776547713810684
"chatham",1,-0.0776547713810684
"maquamiss",1,-0.0776547713810684
"margin",1,-0.0776547713810684
"metwichewin",1,-0.0776547713810684
"ofour",1,-0.0776547713810684
"pawbetang",1,-0.0776547713810684
"pemekunawassigai",1,-0.0776547713810684
"pemuseh",1,-0.0776547713810684
"quekijick",1,-0.0776547713810684
"sagawsouai",1,-0.0776547713810684
"sagetch",1,-0.0776547713810684
"tecumagawsi",1,-0.0776547713810684
"tummago",1,-0.0776547713810684
"wawiattin",1,-0.0776547713810684
"abound",1,-0.0776798705040403
"absurd",1,-0.0776798705040403
"accid",1,-0.0776798705040403
"adduc",1,-0.0776798705040403
"agenc",1,-0.0776798705040403
"aliv",1,-0.0776798705040403
"amo",1,-0.0776798705040403
"archi",1,-0.0776798705040403
"arrear",1,-0.0776798705040403
"auspic",1,-0.0776798705040403
"bald",1,-0.0776798705040403
"barren",1,-0.0776798705040403
"benard",1,-0.0776798705040403
"bonifac",1,-0.0776798705040403
"borthwick",1,-0.0776798705040403
"brighten",1,-0.0776798705040403
"brochet",1,-0.0776798705040403
"bronz",1,-0.0776798705040403
"bros",1,-0.0776798705040403
"campfir",1,-0.0776798705040403
"cancel",1,-0.0776798705040403
"cataract",1,-0.0776798705040403
"chanc",1,-0.0776798705040403
"chippewyan",1,-0.0776798705040403
"class",1,-0.0776798705040403
"combin",1,-0.0776798705040403
"complianc",1,-0.0776798705040403
"correct",1,-0.0776798705040403
"cosi",1,-0.0776798705040403
"cure",1,-0.0776798705040403
"debar",1,-0.0776798705040403
"defer",1,-0.0776798705040403
"demarc",1,-0.0776798705040403
"deplet",1,-0.0776798705040403
"detain",1,-0.0776798705040403
"devolv",1,-0.0776798705040403
"diem",1,-0.0776798705040403
"disabus",1,-0.0776798705040403
"door",1,-0.0776798705040403
"duck",1,-0.0776798705040403
"dwelt",1,-0.0776798705040403
"eas",1,-0.0776798705040403
"emphas",1,-0.0776798705040403
"endur",1,-0.0776798705040403
"energi",1,-0.0776798705040403
"enthusiasm",1,-0.0776798705040403
"escort",1,-0.0776798705040403
"eta",1,-0.0776798705040403
"evidenc",1,-0.0776798705040403
"expediti",1,-0.0776798705040403
"extern",1,-0.0776798705040403
"extra",1,-0.0776798705040403
"face",1,-0.0776798705040403
"fire",1,-0.0776798705040403
"flat",1,-0.0776798705040403
"frere",1,-0.0776798705040403
"fring",1,-0.0776798705040403
"frozen",1,-0.0776798705040403
"golden",1,-0.0776798705040403
"guardian",1,-0.0776798705040403
"hach",1,-0.0776798705040403
"hardship",1,-0.0776798705040403
"hayland",1,-0.0776798705040403
"heartili",1,-0.0776798705040403
"hierarchi",1,-0.0776798705040403
"ideal",1,-0.0776798705040403
"idem",1,-0.0776798705040403
"impos",1,-0.0776798705040403
"inclement",1,-0.0776798705040403
"inconsist",1,-0.0776798705040403
"industri",1,-0.0776798705040403
"insist",1,-0.0776798705040403
"institut",1,-0.0776798705040403
"interview",1,-0.0776798705040403
"invidi",1,-0.0776798705040403
"inward",1,-0.0776798705040403
"jaj",1,-0.0776798705040403
"kindest",1,-0.0776798705040403
"labour",1,-0.0776798705040403
"laflech",1,-0.0776798705040403
"lebrecqu",1,-0.0776798705040403
"led",1,-0.0776798705040403
"loch",1,-0.0776798705040403
"materi",1,-0.0776798705040403
"mcdermot",1,-0.0776798705040403
"mclean",1,-0.0776798705040403
"mechan",1,-0.0776798705040403
"migrat",1,-0.0776798705040403
"mistawasi",1,-0.0776798705040403
"moment",1,-0.0776798705040403
"monopol",1,-0.0776798705040403
"monsieur",1,-0.0776798705040403
"monument",1,-0.0776798705040403
"nativ",1,-0.0776798705040403
"noon",1,-0.0776798705040403
"oblat",1,-0.0776798705040403
"odd",1,-0.0776798705040403
"oner",1,-0.0776798705040403
"pascal",1,-0.0776798705040403
"pecuniarili",1,-0.0776798705040403
"pedley",1,-0.0776798705040403
"pleasant",1,-0.0776798705040403
"plong",1,-0.0776798705040403
"pole",1,-0.0776798705040403
"priest",1,-0.0776798705040403
"programm",1,-0.0776798705040403
"promin",1,-0.0776798705040403
"push",1,-0.0776798705040403
"rain",1,-0.0776798705040403
"readili",1,-0.0776798705040403
"reassembl",1,-0.0776798705040403
"recess",1,-0.0776798705040403
"redeem",1,-0.0776798705040403
"rendezv",1,-0.0776798705040403
"replac",1,-0.0776798705040403
"resourc",1,-0.0776798705040403
"rever",1,-0.0776798705040403
"rise",1,-0.0776798705040403
"rong",1,-0.0776798705040403
"row",1,-0.0776798705040403
"sacrif",1,-0.0776798705040403
"sapplic",1,-0.0776798705040403
"selfsupport",1,-0.0776798705040403
"senior",1,-0.0776798705040403
"shallow",1,-0.0776798705040403
"shoal",1,-0.0776798705040403
"sister",1,-0.0776798705040403
"skil",1,-0.0776798705040403
"skill",1,-0.0776798705040403
"slow",1,-0.0776798705040403
"smoke",1,-0.0776798705040403
"sot",1,-0.0776798705040403
"soul",1,-0.0776798705040403
"souri",1,-0.0776798705040403
"splendid",1,-0.0776798705040403
"spoken",1,-0.0776798705040403
"sport",1,-0.0776798705040403
"stanley",1,-0.0776798705040403
"stockrais",1,-0.0776798705040403
"storey",1,-0.0776798705040403
"stormi",1,-0.0776798705040403
"stress",1,-0.0776798705040403
"struck",1,-0.0776798705040403
"suffic",1,-0.0776798705040403
"sympathi",1,-0.0776798705040403
"tach",1,-0.0776798705040403
"team",1,-0.0776798705040403
"tend",1,-0.0776798705040403
"though",1,-0.0776798705040403
"travers",1,-0.0776798705040403
"trend",1,-0.0776798705040403
"trespass",1,-0.0776798705040403
"tripmen",1,-0.0776798705040403
"turquetil",1,-0.0776798705040403
"ultimo",1,-0.0776798705040403
"undertaken",1,-0.0776798705040403
"undu",1,-0.0776798705040403
"untir",1,-0.0776798705040403
"untrammel",1,-0.0776798705040403
"whilst",1,-0.0776798705040403
"won",1,-0.0776798705040403
"zest",1,-0.0776798705040403
"wherof",6,-0.0779139150653644
"adjut",1,-0.0789192710462981
"cabibonik",1,-0.0789192710462981
"cabibonikem",1,-0.0789192710462981
"kawahkitahquebi",1,-0.0789192710462981
"kawwahkitahqubi",1,-0.0789192710462981
"pagitaniquatoib",1,-0.0789192710462981
"vaughan",1,-0.0789192710462981
"weggishigomin",1,-0.0789192710462981
"usual",8,-0.0792545043760582
"britain",23,-0.0793376061525311
"expedi",4,-0.0797868891765513
"next",12,-0.0798129348883567
"mill",2,-0.0798353027053247
"cat",3,-0.0799404371022831
"inherit",2,-0.0800178796959726
"provinc",33,-0.0807712404661569
"hereof",11,-0.0808268929728398
"servic",8,-0.0811946416378798
"contigu",2,-0.0815824433411433
"scrip",2,-0.0817342761576955
"twenti",14,-0.0818909644392738
"wednesday",2,-0.0821512854977068
"reduc",3,-0.0827699583955918
"men",20,-0.0829547316031696
"construct",4,-0.0840397181098542
"parti",28,-0.084421762795388
"perpetu",12,-0.0844650521646386
"freehold",2,-0.0848899061945886
"never",7,-0.0853160210213234
"prevent",6,-0.0853586666187199
"merchandis",3,-0.0854245060498552
"bay",25,-0.0855176063333101
"american",2,-0.0858628046266047
"save",18,-0.0860120818118374
"ojibewa",3,-0.0861853996029058
"thirtysix",2,-0.0863627032147656
"castl",2,-0.0864285252903285
"capita",2,-0.0867017059330605
"deriv",2,-0.0867017059330605
"specifi",2,-0.0867017059330605
"translat",2,-0.0867017059330605
"successor",34,-0.0870076199916055
"person",26,-0.0870814480673961
"leav",6,-0.0871155346107844
"annuit",2,-0.0871408679283271
"ninetytwo",3,-0.0874457297876247
"alberta",2,-0.0875259991648865
"lot",2,-0.0876007318077886
"michel",2,-0.087656062736672
